👨‍💻	man technologist	People & Body	person-role	man|technologist	0
👩‍💻	woman technologist	People & Body	person-role	technologist|woman	0
🧑‍🎤	singer	People & Body	person-role	singer	0
👨‍🎤	man singer	People & Body	person-role	man|singer	0
👩‍🎤	woman singer	People & Body	person-role	singer|woman	0
🧑‍🎨	artist	People & Body	person-role	artist	0
👨‍🎨	man artist	People & Body	person-role	artist|man	0
👩‍🎨	woman artist	People & Body	person-role	artist|woman	0
🧑‍✈️	pilot	People & Body	person-role	pilot	0
👨‍✈️	man pilot	People & Body	person-role	man|pilot	0
👩‍✈️	woman pilot	People & Body	person-role	pilot|woman	0
🧑‍🚀	astronaut	People & Body	person-role	astronaut	0
👨‍🚀	man astronaut	People & Body	person-role	astronaut|man	0
👩‍🚀	woman astronaut	People & Body	person-role	astronaut|woman	0
🧑‍🚒	firefighter	People & Body	person-role	firefighter	0
👨‍🚒	man firefighter	People & Body	person-role	firefighter|man	0
👩‍🚒	woman firefighter	People & Body	person-role	firefighter|woman	0
👮	police officer	People & Body	person-role	cop|officer|police	0
👮‍♂️	man police officer	People & Body	person-role	man|officer|police|policeman	0
👮‍♀️	woman police officer	People & Body	person-role	officer|police|policewoman|woman	0
🕵️	detective	People & Body	person-role	detective	0
🕵️‍♂️	man detective	People & Body	person-role	detective|male|man	0
🕵️‍♀️	woman detective	People & Body	person-role	detective|female|woman	0
💂	guard	People & Body	person-role	guard	0
💂‍♂️	man guard	People & Body	person-role	guard|guardsman|man	0
💂‍♀️	woman guard	People & Body	person-role	guard|guardswoman|woman	0
🥷	ninja	People & Body	person-role	ninja	0
👷	construction worker	People & Body	person-role	construction|worker	0
👷‍♂️	man construction worker	People & Body	person-role	construction|man|worker	0
👷‍♀️	woman construction worker	People & Body	person-role	construction|woman|worker	0
🫅	person with crown	People & Body	person-role	crown|person|with	0
🤴	prince	People & Body	person-role	prince	0
👸	princess	People & Body	person-role	princess	0
👳	person wearing turban	People & Body	person-role	person|turban|wearing|with	0
👳‍♂️	man wearing turban	People & Body	person-role	man|turban|wearing|with	0
👳‍♀️	woman wearing turban	People & Body	person-role	turban|wearing|with|woman	0
👲	person with skullcap	People & Body	person-role	gua|man|mao|person|skullcap|with	0
🧕	woman with headscarf	People & Body	person-role	headscarf|with|woman	0
🤵	person in tuxedo	People & Body	person-role	person|tuxedo	0
🤵‍♂️	man in tuxedo	People & Body	person-role	man|tuxedo	0
🤵‍♀️	woman in tuxedo	People & Body	person-role	tuxedo|woman	0
👰	person with veil	People & Body	person-role	person|veil|with	0
👰‍♂️	man with veil	People & Body	person-role	man|veil|with	0
👰‍♀️	woman with veil	People & Body	person-role	bride|veil|with|woman	0
🤰	pregnant woman	People & Body	person-role	pregnant|woman	0
🫃	pregnant man	People & Body	person-role	man|pregnant	0
🫄	pregnant person	People & Body	person-role	person|pregnant	0
🤱	breast-feeding	People & Body	person-role	breast|feeding	0
👩‍🍼	woman feeding baby	People & Body	person-role	baby|feeding|woman	0
👨‍🍼	man feeding baby	People & Body	person-role	baby|feeding|man	0
🧑‍🍼	person feeding baby	People & Body	person-role	baby|feeding|person	0
👼	baby angel	People & Body	person-fantasy	angel|baby	0
🎅	Santa Claus	People & Body	person-fantasy	claus|santa	0
🤶	Mrs. Claus	People & Body	person-fantasy	claus|mrs	0
🧑‍🎄	Mx Claus	People & Body	person-fantasy	claus	0
🦸	superhero	People & Body	person-fantasy	superhero	0
🦸‍♂️	man superhero	People & Body	person-fantasy	man|superhero	0
🦸‍♀️	woman superhero	People & Body	person-fantasy	superhero|woman	0
🦹	supervillain	People & Body	person-fantasy	supervillain	0
🦹‍♂️	man supervillain	People & Body	person-fantasy	man|supervillain	0
🦹‍♀️	woman supervillain	People & Body	person-fantasy	supervillain|woman	0
🧙	mage	People & Body	person-fantasy	mage	0
🧙‍♂️	man mage	People & Body	person-fantasy	mage|man	0
🧙‍♀️	woman mage	People & Body	person-fantasy	mage|woman	0
🧚	fairy	People & Body	person-fantasy	fairy	0
🧚‍♂️	man fairy	People & Body	person-fantasy	fairy|man	0
🧚‍♀️	woman fairy	People & Body	person-fantasy	fairy|woman	0
🧛	vampire	People & Body	person-fantasy	vampire	0
🧛‍♂️	man vampire	People & Body	person-fantasy	man|vampire	0
🧛‍♀️	woman vampire	People & Body	person-fantasy	vampire|woman	0
🧜	merperson	People & Body	person-fantasy	merperson	0
🧜‍♂️	merman	People & Body	person-fantasy	merman	0
🧜‍♀️	mermaid	People & Body	person-fantasy	mermaid	0
🧝	elf	People & Body	person-fantasy	elf	0
🧝‍♂️	man elf	People & Body	person-fantasy	elf|man	0
🧝‍♀️	woman elf	People & Body	person-fantasy	elf|woman	0
🧞	genie	People & Body	person-fantasy	genie	0
🧞‍♂️	man genie	People & Body	person-fantasy	genie|man	0
🧞‍♀️	woman genie	People & Body	person-fantasy	genie|woman	0
🧟	zombie	People & Body	person-fantasy	zombie	0
🧟‍♂️	man zombie	People & Body	person-fantasy	man|zombie	0
🧟‍♀️	woman zombie	People & Body	person-fantasy	woman|zombie	0
🧌	troll	People & Body	person-fantasy	troll	0
💆	person getting massage	People & Body	person-activity	getting|massage|person	0
💆‍♂️	man getting massage	People & Body	person-activity	getting|man|massage	0
💆‍♀️	woman getting massage	People & Body	person-activity	getting|massage|woman	0
💇	person getting haircut	People & Body	person-activity	getting|haircut|person	0
💇‍♂️	man getting haircut	People & Body	person-activity	getting|haircut|man	0
💇‍♀️	woman getting haircut	People & Body	person-activity	getting|haircut|woman	0
🚶	person walking	People & Body	person-activity	person|walking	0
🚶‍♂️	man walking	People & Body	person-activity	man|walking	0
🚶‍♀️	woman walking	People & Body	person-activity	walking|woman	0
🚶‍➡️	person walking facing right	People & Body	person-activity	facing|person|right|walking	0
